Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Unique Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Unique Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_05 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_02 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_03 Total Spectral Count	QCHeLa200pg_ColTT1_BackFlush_04 Total Spectral Count	QCHeLa10ng_ColTT1_BackFlush_02 Intensity	QCHeLa10ng_ColTT1_BackFlush_03 Intensity	QCHeLa10ng_ColTT1_BackFlush_05 Intensity	QCHeLa200pg_ColTT1_BackFlush_02 Intensity	QCHeLa200pg_ColTT1_BackFlush_03 Intensity	QCHeLa200pg_ColTT1_BackFlush_04 Intensity	QCHeLa10ng_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa10ng_ColTT1_BackFlush_05 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_02 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_03 MaxLFQ Intensity	QCHeLa200pg_ColTT1_BackFlush_04 MaxLFQ Intensity	Indistinguishable Proteins
sp|P34932|HSP74_HUMAN	P34932	HSP74_HUMAN	HSPA4	840	Homo sapiens	1:Experimental evidence at protein level	Heat shock 70 kDa protein 4	1.0	0.999	41	167	151	167	44	52	42	10	10	9	40	47	38	9	9	8	44	52	42	10	10	9	1.82766682E9	1.86405978E9	1.7389344E9	5.5535744E8	6.209529E8	5.8706099E8	1.27423784E8	1.2336204E8	1.25846744E8	1.0847688E8	1.07174096E8	1.13992608E8	
sp|P34949|MPI_HUMAN	P34949	MPI_HUMAN	MPI	423	Homo sapiens	1:Experimental evidence at protein level	Mannose-6-phosphate isomerase	1.0	0.999	5	11	11	11	4	5	2	0	0	0	4	5	2	0	0	0	4	5	2	0	0	0	7.4985552E7	7.9348528E7	8.3473816E7	0.0	0.0	0.0	3.154845E7	3.207405E7	3.6777908E7	0.0	0.0	0.0	
sp|P35052|GPC1_HUMAN	P35052	GPC1_HUMAN	GPC1	558	Homo sapiens	1:Experimental evidence at protein level	Glypican-1	1.0	0.9986	2	2	2	2	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1.187548E7	8280832.0	9252132.0	0.0	0.0	0.0	1.0712599E7	0.0	7006433.5	0.0	0.0	0.0	
sp|P35080|PROF2_HUMAN	P35080	PROF2_HUMAN	PFN2	140	Homo sapiens	1:Experimental evidence at protein level	Profilin-2	1.0	0.999	2	4	4	4	2	2	0	0	0	0	2	2	0	0	0	0	2	2	0	0	0	0	2.2654876E7	2.2019004E7	2.1113814E7	0.0	0.0	0.0	1.3368971E7	1.2922587E7	1.2303818E7	0.0	0.0	0.0	
sp|P35232|PHB_HUMAN	P35232	PHB_HUMAN	PHB	272	Homo sapiens	1:Experimental evidence at protein level	Prohibitin	1.0	0.999	17	109	109	109	19	19	23	15	17	16	19	19	23	15	17	16	19	19	23	15	17	16	1.93751629E9	2.15557299E9	1.9562505E9	1.7810272E9	1.86966733E9	1.48408013E9	2.759984E8	2.64960784E8	2.77527648E8	2.73483968E8	2.4186272E8	2.46587024E8	
sp|P35237|SPB6_HUMAN	P35237	SPB6_HUMAN	SERPINB6	376	Homo sapiens	1:Experimental evidence at protein level	Serpin B6	1.0	0.999	14	62	54	62	16	18	12	6	7	3	15	17	10	5	5	2	16	18	12	6	7	3	8.2289171E8	8.4261837E8	8.3223923E8	4.84371104E8	4.74887296E8	2.63663456E8	1.31524024E8	1.31977872E8	1.147512E8	1.55809648E8	1.576152E8	1.70990416E8	
sp|P35241|RADI_HUMAN	P35241	RADI_HUMAN	RDX	583	Homo sapiens	1:Experimental evidence at protein level	Radixin	1.0	0.999	28	52	52	129	15	12	11	4	4	6	15	12	11	4	4	6	37	34	22	13	10	13	5.3792083E8	5.6842234E8	5.5485402E8	2.59835568E8	2.52950816E8	3.2590176E8	8.8526112E7	9.1897624E7	8.9982352E7	8.2221592E7	8.1309448E7	8.6526216E7	
sp|P35244|RFA3_HUMAN	P35244	RFA3_HUMAN	RPA3	121	Homo sapiens	1:Experimental evidence at protein level	Replication protein A 14 kDa subunit	1.0	0.999	5	15	15	15	5	6	4	0	0	0	5	6	4	0	0	0	5	6	4	0	0	0	9.8296648E7	1.01660792E8	1.19004288E8	0.0	0.0	0.0	3.3166394E7	3.606118E7	3.4547712E7	0.0	0.0	0.0	
sp|P35249|RFC4_HUMAN	P35249	RFC4_HUMAN	RFC4	363	Homo sapiens	1:Experimental evidence at protein level	Replication factor C subunit 4	1.0	0.999	14	44	44	44	12	17	13	1	1	0	12	17	13	1	1	0	12	17	13	1	1	0	2.89864352E8	3.41413312E8	2.37367072E8	1.00886192E8	1.32122784E8	0.0	7.59316E7	8.0921888E7	7.7142504E7	0.0	6.9655368E7	0.0	
sp|P35250|RFC2_HUMAN	P35250	RFC2_HUMAN	RFC2	354	Homo sapiens	1:Experimental evidence at protein level	Replication factor C subunit 2	1.0	0.999	11	27	27	27	8	8	9	0	1	1	8	8	9	0	1	1	8	8	9	0	1	1	2.12165072E8	2.09185712E8	1.8551504E8	0.0	4.5821052E7	4.4371084E7	4.33651E7	4.319292E7	4.584672E7	0.0	0.0	0.0	
sp|P35251|RFC1_HUMAN	P35251	RFC1_HUMAN	RFC1	1148	Homo sapiens	1:Experimental evidence at protein level	Replication factor C subunit 1	1.0	0.999	8	10	10	10	5	5	0	0	0	0	5	5	0	0	0	0	5	5	0	0	0	0	4.4080012E7	3.4471672E7	4.1716516E7	0.0	0.0	0.0	1.092258E7	1.1965646E7	1.2242207E7	0.0	0.0	0.0	
sp|P35268|RL22_HUMAN	P35268	RL22_HUMAN	RPL22	128	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L22	1.0	0.999	3	16	16	16	4	3	3	2	2	2	4	3	3	2	2	2	4	3	3	2	2	2	9.7914675E8	9.6853082E8	9.3115514E8	8.4581939E8	8.8441414E8	9.877344E8	5.22527648E8	5.13791072E8	4.98843488E8	4.745904E8	4.92672064E8	5.5036954E8	
sp|P35269|T2FA_HUMAN	P35269	T2FA_HUMAN	GTF2F1	517	Homo sapiens	1:Experimental evidence at protein level	General transcription factor IIF subunit 1	0.9417	0.9972	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	3269032.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35270|SPRE_HUMAN	P35270	SPRE_HUMAN	SPR	261	Homo sapiens	1:Experimental evidence at protein level	Sepiapterin reductase	1.0	0.999	7	29	29	29	8	9	6	3	1	2	8	9	6	3	1	2	8	9	6	3	1	2	1.79303136E8	1.77409344E8	1.88949168E8	1.0536844E8	3.4414792E7	1.02153856E8	5.5560772E7	5.3367592E7	5.5192504E7	5.4326204E7	0.0	6.6425324E7	
sp|P35354|PGH2_HUMAN	P35354	PGH2_HUMAN	PTGS2	604	Homo sapiens	1:Experimental evidence at protein level	Prostaglandin G/H synthase 2	1.0	0.9987	5	7	5	7	4	3	0	0	0	0	3	2	0	0	0	0	4	3	0	0	0	0	3.9503444E7	5.2316748E7	2.4478954E7	0.0	0.0	0.0	1.6345473E7	1.9027716E7	1.4493962E7	0.0	0.0	0.0	
sp|P35573|GDE_HUMAN	P35573	GDE_HUMAN	AGL	1532	Homo sapiens	1:Experimental evidence at protein level	Glycogen debranching enzyme	1.0	0.9988	4	4	4	4	3	1	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0	2.6458406E7	1.5948388E7	2.4686942E7	0.0	0.0	0.0	1.1088094E7	9041120.0	1.0337427E7	0.0	0.0	0.0	
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	Homo sapiens	1:Experimental evidence at protein level	Myosin-9	1.0	0.999	98	455	342	455	122	129	108	33	36	27	96	96	82	24	26	18	122	129	108	33	36	27	4.3292242E9	4.3390188E9	4.4663859E9	2.15077914E9	2.26989363E9	1.83099904E9	2.00903104E8	1.97920976E8	2.10206944E8	2.04494016E8	2.0066904E8	2.17102336E8	
sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	Homo sapiens	1:Experimental evidence at protein level	Coatomer subunit beta'	1.0	0.999	20	45	45	45	16	17	9	1	1	1	16	17	9	1	1	1	16	17	9	1	1	1	3.40191904E8	3.74599744E8	3.32138176E8	3.8315492E7	3.6887808E7	3.54897E7	4.1640232E7	4.2897308E7	4.3074584E7	0.0	0.0	0.0	
sp|P35609|ACTN2_HUMAN	P35609	ACTN2_HUMAN	ACTN2	894	Homo sapiens	1:Experimental evidence at protein level	Alpha-actinin-2	0.9987	0.9904	14	1	1	47	0	0	0	0	0	1	0	0	0	0	0	1	12	16	9	3	3	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P35610|SOAT1_HUMAN	P35610	SOAT1_HUMAN	SOAT1	550	Homo sapiens	1:Experimental evidence at protein level	Sterol O-acyltransferase 1	1.0	0.999	7	24	24	24	7	9	5	1	1	1	7	9	5	1	1	1	7	9	5	1	1	1	1.43743136E8	1.72799776E8	1.5072936E8	3.7318296E7	3.4465528E7	3.5841632E7	4.7122764E7	5.3624004E7	4.4502308E7	0.0	0.0	0.0	
sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	Homo sapiens	1:Experimental evidence at protein level	Basigin	1.0	0.999	8	53	53	53	12	13	10	7	5	6	12	13	10	7	5	6	12	13	10	7	5	6	9.8371226E8	1.01649837E9	1.02040896E9	7.0768141E8	6.1233958E8	6.5580096E8	2.50119104E8	2.5110184E8	2.41242624E8	2.34686656E8	2.44733472E8	2.5010448E8	
sp|P35637|FUS_HUMAN	P35637	FUS_HUMAN	FUS	526	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein FUS	1.0	0.999	10	35	35	44	12	14	7	1	1	0	12	14	7	1	1	0	14	16	9	2	2	1	3.81084128E8	5.193936E8	4.5140496E8	1.15897824E8	7.3580832E7	0.0	1.35681472E8	1.47509936E8	1.32450456E8	0.0	0.0	0.0	
sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore complex protein Nup214	1.0	0.999	31	55	55	55	23	25	6	0	0	1	23	25	6	0	0	1	23	25	6	0	0	1	5.00499136E8	3.31358848E8	3.30858176E8	0.0	5.0876332E7	0.0	1.00150632E8	9.8318264E7	1.02277848E8	0.0	0.0	0.0	
sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	Homo sapiens	1:Experimental evidence at protein level	Protein DEK	1.0	0.999	10	50	50	50	11	12	10	5	6	6	11	12	10	5	6	6	11	12	10	5	6	6	6.4584378E8	6.3972742E8	6.9745024E8	3.34170144E8	4.08876896E8	3.23405856E8	1.1143764E8	1.11336296E8	1.2207552E8	1.12121128E8	1.24618112E8	1.2157672E8	
sp|P35754|GLRX1_HUMAN	P35754	GLRX1_HUMAN	GLRX	106	Homo sapiens	1:Experimental evidence at protein level	Glutaredoxin-1	1.0	0.999	3	8	8	8	2	3	3	0	0	0	2	3	3	0	0	0	2	3	3	0	0	0	5.822164E7	8.8830736E7	8.665868E7	0.0	0.0	0.0	4.04278E7	3.7784156E7	4.0509456E7	0.0	0.0	0.0	
sp|P35914|HMGCL_HUMAN	P35914	HMGCL_HUMAN	HMGCL	325	Homo sapiens	1:Experimental evidence at protein level	Hydroxymethylglutaryl-CoA lyase, mitochondrial	1.0	0.999	4	6	4	6	3	3	0	0	0	0	2	2	0	0	0	0	3	3	0	0	0	0	1.0742745E7	2.3291564E7	2.0874724E7	0.0	0.0	0.0	0.0	1.3089049E7	1.1501377E7	0.0	0.0	0.0	
sp|P35998|PRS7_HUMAN	P35998	PRS7_HUMAN	PSMC2	433	Homo sapiens	1:Experimental evidence at protein level	26S proteasome regulatory subunit 7	1.0	0.999	21	70	65	70	24	19	17	3	4	3	21	18	17	3	3	3	24	19	17	3	4	3	5.35781728E8	5.5525869E8	5.11905664E8	1.089472E8	1.62697392E8	1.20422232E8	4.8435108E7	4.6701344E7	4.6718308E7	4.4740976E7	5.2139068E7	4.7956116E7	
sp|P36404|ARL2_HUMAN	P36404	ARL2_HUMAN	ARL2	184	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2	1.0	0.9989	6	11	11	11	5	5	1	0	0	0	5	5	1	0	0	0	5	5	1	0	0	0	4.3002192E7	4.3182804E7	6.4112256E7	0.0	0.0	0.0	1.4058726E7	1.3695491E7	1.358022E7	0.0	0.0	0.0	
sp|P36405|ARL3_HUMAN	P36405	ARL3_HUMAN	ARL3	182	Homo sapiens	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 3	1.0	0.999	7	12	12	12	4	6	2	0	0	0	4	6	2	0	0	0	4	6	2	0	0	0	6.6879928E7	6.9738432E7	7.8628592E7	0.0	0.0	0.0	2.3845294E7	2.1857164E7	2.7322664E7	0.0	0.0	0.0	
sp|P36507|MP2K2_HUMAN	P36507	MP2K2_HUMAN	MAP2K2	400	Homo sapiens	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 2	1.0	0.999	10	9	9	28	3	4	2	0	0	0	3	4	2	0	0	0	8	11	6	1	1	1	6.938368E7	6.931672E7	6.187024E7	0.0	0.0	0.0	2.0578004E7	2.005449E7	1.8185948E7	0.0	0.0	0.0	
sp|P36542|ATPG_HUMAN	P36542	ATPG_HUMAN	ATP5F1C	298	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit gamma, mitochondrial	1.0	0.999	11	65	65	65	12	15	12	9	8	9	12	15	12	9	8	9	12	15	12	9	8	9	8.9654048E8	8.6746758E8	9.0504083E8	6.8551149E8	5.7124326E8	6.7082854E8	1.31408496E8	1.23946552E8	1.28074368E8	1.28827952E8	1.20688608E8	1.24301112E8	
sp|P36543|VATE1_HUMAN	P36543	VATE1_HUMAN	ATP6V1E1	226	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit E 1	1.0	0.9989	4	9	7	9	4	3	2	0	0	0	3	2	2	0	0	0	4	3	2	0	0	0	1.7874308E7	1.7226394E7	2.8410534E7	0.0	0.0	0.0	1.2260662E7	1.0048248E7	2.1204922E7	0.0	0.0	0.0	
sp|P36551|HEM6_HUMAN	P36551	HEM6_HUMAN	CPOX	454	Homo sapiens	1:Experimental evidence at protein level	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	0.9999	0.9988	2	4	4	4	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	2.1388274E7	2.198118E7	2.271152E7	0.0	0.0	0.0	1.59584E7	1.6941514E7	1.7073676E7	0.0	0.0	0.0	
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L4	1.0	0.999	17	115	115	115	30	26	22	13	12	12	30	26	22	13	12	12	30	26	22	13	12	12	3.28441114E9	3.31141197E9	3.36089472E9	1.93958541E9	1.89401472E9	2.37773594E9	5.6082586E8	5.698505E8	5.5105734E8	4.83634848E8	5.19413344E8	5.17233056E8	
sp|P36639|8ODP_HUMAN	P36639	8ODP_HUMAN	NUDT1	197	Homo sapiens	1:Experimental evidence at protein level	7,8-dihydro-8-oxoguanine triphosphatase	1.0	0.9989	3	6	6	6	3	3	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	2.1689812E7	2.4271976E7	3.6236424E7	0.0	0.0	0.0	1.0137674E7	1.1910622E7	1.4102189E7	0.0	0.0	0.0	
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens	1:Experimental evidence at protein level	Lon protease homolog, mitochondrial	1.0	0.999	26	89	89	89	30	29	18	4	3	5	30	29	18	4	3	5	30	29	18	4	3	5	6.9114861E8	7.2535789E8	6.9856627E8	1.60444288E8	1.56687456E8	1.91880864E8	6.312096E7	6.4727544E7	6.9655784E7	5.2385264E7	4.9176476E7	5.79091E7	
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens	1:Experimental evidence at protein level	Phosphoglucomutase-1	1.0	0.999	28	70	70	70	24	24	16	2	3	1	24	24	16	2	3	1	24	24	16	2	3	1	5.4800461E8	5.4225587E8	5.8000064E8	7.7375984E7	1.18447192E8	2.1623344E7	9.0740184E7	8.0973976E7	7.1052528E7	6.6510224E7	6.3610328E7	0.0	
sp|P36873|PP1G_HUMAN	P36873	PP1G_HUMAN	PPP1CC	323	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.0	0.9989	11	6	6	65	2	1	2	0	0	1	2	1	2	0	0	1	17	15	16	5	7	5	5.4395504E7	5.2011392E7	4.997164E7	0.0	0.0	2.2276382E7	2.8205392E7	2.691849E7	2.5904832E7	0.0	0.0	0.0	
sp|P36915|GNL1_HUMAN	P36915	GNL1_HUMAN	GNL1	607	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein-like 1	0.9996	0.9965	2	4	4	4	2	0	2	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	4784185.0	6848514.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P36952|SPB5_HUMAN	P36952	SPB5_HUMAN	SERPINB5	375	Homo sapiens	1:Experimental evidence at protein level	Serpin B5	1.0	0.999	16	105	105	105	24	25	18	13	13	12	24	25	18	13	13	12	24	25	18	13	13	12	1.87847885E9	2.02320589E9	2.05716723E9	1.33732032E9	1.32263232E9	1.46265728E9	2.57171888E8	2.73413952E8	2.66184512E8	2.58150528E8	2.51839504E8	2.49029408E8	
sp|P36955|PEDF_HUMAN	P36955	PEDF_HUMAN	SERPINF1	418	Homo sapiens	1:Experimental evidence at protein level	Pigment epithelium-derived factor	1.0	0.999	6	30	30	30	7	7	7	4	3	2	7	7	7	4	3	2	7	7	7	4	3	2	5.9939373E8	6.7127898E8	6.0783117E8	4.88781984E8	4.25241216E8	3.17118272E8	2.33755568E8	2.79512832E8	2.38302912E8	2.07081328E8	1.722836E8	1.71159248E8	
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.0	0.999	11	44	44	44	11	13	10	4	2	4	11	13	10	4	2	4	11	13	10	4	2	4	3.79134496E8	3.7493424E8	3.76957088E8	1.57668064E8	1.13225648E8	1.76171632E8	7.3194544E7	6.9179904E7	6.9051048E7	7.1726768E7	6.2744648E7	6.7126296E7	
sp|P36969|GPX4_HUMAN	P36969	GPX4_HUMAN	GPX4	197	Homo sapiens	1:Experimental evidence at protein level	Phospholipid hydroperoxide glutathione peroxidase	1.0	0.999	2	4	4	4	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2.665976E7	3.0997428E7	2.8719428E7	0.0	0.0	0.0	1.6508271E7	1.9528826E7	1.8252966E7	0.0	0.0	0.0	
sp|P37108|SRP14_HUMAN	P37108	SRP14_HUMAN	SRP14	136	Homo sapiens	1:Experimental evidence at protein level	Signal recognition particle 14 kDa protein	1.0	0.999	8	37	37	37	11	6	8	4	4	4	11	6	8	4	4	4	11	6	8	4	4	4	6.3282515E8	6.5351021E8	7.0512762E8	4.6409552E8	4.98006848E8	5.2754192E8	1.86721728E8	1.83081504E8	1.98342896E8	1.86903568E8	2.0123704E8	2.1162856E8	
sp|P37198|NUP62_HUMAN	P37198	NUP62_HUMAN	NUP62	522	Homo sapiens	1:Experimental evidence at protein level	Nuclear pore glycoprotein p62	1.0	0.999	10	17	17	17	3	10	2	1	0	1	3	10	2	1	0	1	3	10	2	1	0	1	2.80851296E8	3.10086336E8	2.56846592E8	3.893016E7	0.0	3.6232112E7	1.73882368E8	1.82241664E8	1.55902768E8	0.0	0.0	0.0	
sp|P37235|HPCL1_HUMAN	P37235	HPCL1_HUMAN	HPCAL1	193	Homo sapiens	1:Experimental evidence at protein level	Hippocalcin-like protein 1	1.0	0.9986	7	17	7	17	6	6	3	1	1	0	3	3	1	0	0	0	6	6	3	1	1	0	9.58436E7	7.6824392E7	1.09128712E8	1.2803183E7	1.0232251E7	0.0	2.2646088E7	2.3279666E7	2.4920456E7	0.0	0.0	0.0	
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens	1:Experimental evidence at protein level	Transgelin-2	1.0	0.999	13	99	97	99	21	19	24	14	9	12	21	18	23	14	9	12	21	19	24	14	9	12	2.17124531E9	2.20656128E9	2.35776845E9	1.61478106E9	1.4889047E9	1.6944064E9	3.0185792E8	3.20341664E8	2.73906016E8	3.39967776E8	3.53315456E8	2.87679232E8	
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens	1:Experimental evidence at protein level	Transaldolase	1.0	0.999	14	67	67	67	12	17	13	8	8	9	12	17	13	8	8	9	12	17	13	8	8	9	1.25107251E9	1.27209472E9	1.36371648E9	9.8643411E8	1.0017792E9	9.0198099E8	2.03082368E8	1.98629664E8	2.0565904E8	2.14203056E8	2.11058896E8	1.973444E8	
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens	1:Experimental evidence at protein level	Electron transfer flavoprotein subunit beta	1.0	0.999	16	92	92	92	20	19	17	12	12	12	20	19	17	12	12	12	20	19	17	12	12	12	1.56277555E9	1.49619213E9	1.57394253E9	1.13328819E9	1.12436723E9	1.12059238E9	1.73788912E8	1.63914064E8	1.61548256E8	1.76691024E8	1.72976E8	1.8483568E8	
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens	1:Experimental evidence at protein level	RNA-binding motif protein, X chromosome	1.0	0.999	20	90	30	90	21	21	17	11	10	10	6	7	7	4	3	3	21	21	17	11	10	10	1.45030758E9	1.34725798E9	1.34057242E9	1.23170432E9	1.1436736E9	1.0897143E9	2.90321792E8	2.64711008E8	2.78884896E8	2.91234752E8	2.81790016E8	2.83135296E8	
sp|P38432|COIL_HUMAN	P38432	COIL_HUMAN	COIL	576	Homo sapiens	1:Experimental evidence at protein level	Coilin	1.0	0.999	5	8	8	8	3	4	1	0	0	0	3	4	1	0	0	0	3	4	1	0	0	0	4.536638E7	4.4772E7	1.0729673E7	0.0	0.0	0.0	1.5181672E7	1.5069229E7	0.0	0.0	0.0	0.0	
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase catalytic subunit A	1.0	0.999	12	27	27	27	9	12	6	0	0	0	9	12	6	0	0	0	9	12	6	0	0	0	1.8039416E8	1.78086816E8	1.49717328E8	0.0	0.0	0.0	3.5228568E7	3.3412782E7	3.601742E7	0.0	0.0	0.0	
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens	1:Experimental evidence at protein level	Stress-70 protein, mitochondrial	1.0	0.999	33	268	268	275	61	68	44	31	32	32	61	68	44	31	32	32	61	70	46	32	33	33	5.6084603E9	5.7730115E9	5.9286021E9	4.6036275E9	4.4333921E9	4.349675E9	3.76657536E8	3.79782016E8	3.67896032E8	3.57002784E8	3.57444256E8	3.5499184E8	
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-III	1.0	0.999	18	80	80	104	16	23	14	8	8	11	16	23	14	8	8	11	21	29	18	11	11	14	8.7911763E8	8.4710579E8	9.004695E8	5.3752832E8	5.16958624E8	6.5243085E8	8.3904728E7	7.8172472E7	8.2983704E7	9.2120744E7	9.1624352E7	9.3624752E7	
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens	1:Experimental evidence at protein level	40S ribosomal protein S19	1.0	0.999	8	54	54	54	16	13	9	6	6	4	16	13	9	6	6	4	16	13	9	6	6	4	1.61216218E9	1.48023181E9	1.37770534E9	1.27686528E9	1.0288727E9	1.04485574E9	4.28266848E8	4.01096096E8	4.61695936E8	4.48261728E8	4.41717344E8	4.31979136E8	
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L3	1.0	0.999	19	139	125	139	30	38	29	13	14	15	27	34	25	12	13	14	30	38	29	13	14	15	3.13525888E9	3.12055757E9	3.1887232E9	2.31083904E9	2.30312755E9	2.29676134E9	3.8095632E8	3.98189472E8	4.04882208E8	4.37492256E8	4.25473568E8	4.17995808E8	
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	1.0	0.999	10	34	34	34	8	7	9	4	4	2	8	7	9	4	4	2	8	7	9	4	4	2	3.55503872E8	2.5060536E8	4.14625824E8	1.47211104E8	1.87789328E8	1.015604E8	8.1157656E7	7.5912152E7	7.9985592E7	6.8950944E7	7.2470128E7	7.2339848E7	
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	Homo sapiens	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	9	42	28	60	9	10	8	6	4	5	7	7	5	4	2	3	12	13	11	9	7	8	1.78051853E9	1.79440448E9	1.91157709E9	1.8953856E9	1.16730598E9	1.4725801E9	4.4612112E8	4.29043968E8	4.47435488E8	5.01294784E8	5.01591296E8	4.99873824E8	
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens	1:Experimental evidence at protein level	Flap endonuclease 1	1.0	0.999	15	70	70	70	18	20	14	5	6	7	18	20	14	5	6	7	18	20	14	5	6	7	1.30466893E9	1.22437363E9	1.33019827E9	6.8046848E8	7.7464179E8	7.8682816E8	2.40423248E8	2.28870416E8	2.29083024E8	2.34640912E8	2.36632448E8	2.3198216E8	
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens	1:Experimental evidence at protein level	Macrophage-capping protein	1.0	0.999	10	53	53	53	13	14	11	6	4	5	13	14	11	6	4	5	13	14	11	6	4	5	6.3353786E8	6.8291149E8	6.4144192E8	3.26397728E8	2.53982432E8	3.03825664E8	8.681424E7	8.94862E7	8.5963024E7	7.4771136E7	9.5717016E7	8.391788E7	
