Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_01 Spectral Count	Blank_50umC12_0min_1x_02 Spectral Count	Blank_50umC12_0min_1x_03 Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Unique Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Unique Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_01 Unique Spectral Count	Blank_50umC12_0min_1x_02 Unique Spectral Count	Blank_50umC12_0min_1x_03 Unique Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_04 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_05 Total Spectral Count	200pgQCHeLa_50umC12_0min_1x_06 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	20ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_01 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_02 Total Spectral Count	2ngQCHeLa_50umC12_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_01 Total Spectral Count	Blank_50umC12_0min_1x_02 Total Spectral Count	Blank_50umC12_0min_1x_03 Total Spectral Count	10ngQCHeLa_50umC12_0min_1x_01 Intensity	10ngQCHeLa_50umC12_0min_1x_02 Intensity	10ngQCHeLa_50umC12_0min_1x_03 Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 Intensity	200pgQCHeLa_50umC12_0min_1x_04 Intensity	200pgQCHeLa_50umC12_0min_1x_05 Intensity	200pgQCHeLa_50umC12_0min_1x_06 Intensity	20ngQCHeLa_50umC12_0min_1x_01 Intensity	20ngQCHeLa_50umC12_0min_1x_02 Intensity	20ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_50umC12_0min_1x_01 Intensity	2ngQCHeLa_50umC12_0min_1x_02 Intensity	2ngQCHeLa_50umC12_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	Blank_50umC12_0min_1x_01 Intensity	Blank_50umC12_0min_1x_02 Intensity	Blank_50umC12_0min_1x_03 Intensity	10ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_03_20230223123922 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_04 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_05 MaxLFQ Intensity	200pgQCHeLa_50umC12_0min_1x_06 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_50umC12_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_01 MaxLFQ Intensity	Blank_50umC12_0min_1x_02 MaxLFQ Intensity	Blank_50umC12_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q00587|BORG5_HUMAN	Q00587	BORG5_HUMAN	CDC42EP1	391	Homo sapiens	1:Experimental evidence at protein level	Cdc42 effector protein 1	0.9834	0.9949	2	4	4	4	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0.0	2844011.8	2598439.0	0.0	0.0	0.0	0.0	2263554.8	3256369.5	3125247.0	0.0	1.9540276E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00610|CLH1_HUMAN	Q00610	CLH1_HUMAN	CLTC	1675	Homo sapiens	1:Experimental evidence at protein level	Clathrin heavy chain 1	1.0	0.999	64	741	577	741	62	53	62	8	22	30	3	78	73	84	57	59	51	52	43	4	0	0	47	43	48	7	19	26	2	60	57	64	43	47	39	40	32	3	0	0	62	53	62	8	22	30	3	78	73	84	57	59	51	52	43	4	0	0	2.06767104E9	2.02114253E9	2.07929613E9	3.52501568E8	1.1933408E9	1.38808717E9	1.39829683E9	2.31873638E9	2.28721254E9	2.35151974E9	1.84260518E9	1.92124352E9	1.74125581E9	2.19720858E9	2.09266163E9	2.24034483E9	2.220624E8	6.2205184E7	1.117892E8	1.07882992E8	1.097998E8	1.1396892E8	1.12171536E8	1.12334536E8	1.05648496E8	1.20475232E8	1.19545608E8	1.19438808E8	1.06425472E8	1.06905112E8	1.03344016E8	1.1923536E8	1.15701792E8	1.2197084E8	1.98007824E8	0.0	
sp|Q00653|NFKB2_HUMAN	Q00653	NFKB2_HUMAN	NFKB2	900	Homo sapiens	1:Experimental evidence at protein level	Nuclear factor NF-kappa-B p100 subunit	0.9995	0.997	2	3	3	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0.0	5682577.0	6846866.0	0.0	0.0	0.0	0.0	1.1526824E7	1.1202172E7	5673997.0	7396827.0	3444272.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4911278.0	5118162.5	0.0	0.0	0.0	0.0	8106832.5	7163352.5	4634002.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q00688|FKBP3_HUMAN	Q00688	FKBP3_HUMAN	FKBP3	224	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP3	1.0	0.999	9	86	86	86	8	9	9	0	3	4	0	11	7	8	5	6	5	5	6	0	0	0	8	9	9	0	3	4	0	11	7	8	5	6	5	5	6	0	0	0	8	9	9	0	3	4	0	11	7	8	5	6	5	5	6	0	0	0	2.2361368E8	2.29337104E8	2.33393712E8	0.0	1.42542016E8	1.66389984E8	1.21433984E8	2.3672552E8	2.31515424E8	2.38886464E8	1.7185704E8	2.00459232E8	1.24993888E8	1.98395984E8	2.03547136E8	1.23409096E8	0.0	0.0	5.1768988E7	5.0636096E7	5.2017432E7	0.0	6.8411184E7	5.0054256E7	4.0494588E7	5.1860932E7	5.0126656E7	5.0851556E7	5.1531628E7	4.9561304E7	5.2676428E7	4.7807608E7	4.8819332E7	5.1714788E7	0.0	0.0	
sp|Q00765|REEP5_HUMAN	Q00765	REEP5_HUMAN	REEP5	189	Homo sapiens	1:Experimental evidence at protein level	Receptor expression-enhancing protein 5	1.0	0.9989	3	23	23	23	2	2	2	0	0	1	0	3	2	3	2	2	1	2	1	0	0	0	2	2	2	0	0	1	0	3	2	3	2	2	1	2	1	0	0	0	2	2	2	0	0	1	0	3	2	3	2	2	1	2	1	0	0	0	6.6453628E7	6.0134732E7	6.1148968E7	0.0	0.0	2.7723204E7	2.9928484E7	6.1644084E7	5.7726704E7	5.506144E7	5.5928576E7	6.9766392E7	4.7297008E7	6.5819944E7	6.9663688E7	3.8902876E7	0.0	0.0	3.0572432E7	3.2969016E7	3.3646968E7	0.0	0.0	0.0	2.5039106E7	3.4028128E7	2.535078E7	2.4563022E7	2.0338838E7	3.1989312E7	4.3384996E7	2.970952E7	3.7417652E7	2.2363626E7	0.0	0.0	
sp|Q00796|DHSO_HUMAN	Q00796	DHSO_HUMAN	SORD	357	Homo sapiens	1:Experimental evidence at protein level	Sorbitol dehydrogenase	1.0	0.999	12	93	93	93	7	7	8	0	2	2	0	11	9	12	9	8	8	5	5	0	0	0	7	7	8	0	2	2	0	11	9	12	9	8	8	5	5	0	0	0	7	7	8	0	2	2	0	11	9	12	9	8	8	5	5	0	0	0	1.71875984E8	1.76281088E8	1.81991616E8	0.0	3.550482E7	5.1490912E7	2.9215834E7	1.935312E8	1.85635664E8	2.04093616E8	1.58072112E8	1.6549176E8	1.4355912E8	1.52181616E8	1.52338016E8	1.4692352E8	0.0	0.0	3.8665388E7	3.6338024E7	3.7326164E7	0.0	2.8505042E7	3.4706516E7	3.3578464E7	3.57297E7	3.6281284E7	3.7346844E7	3.6436816E7	3.7827552E7	3.850474E7	3.3207142E7	3.3369838E7	4.1084424E7	0.0	0.0	
sp|Q00839|HNRPU_HUMAN	Q00839	HNRPU_HUMAN	HNRNPU	825	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein U	1.0	0.999	28	477	477	477	45	31	35	8	15	21	5	46	45	46	34	37	34	35	31	7	1	1	45	31	35	8	15	21	5	46	45	46	34	37	34	35	31	7	1	1	45	31	35	8	15	21	5	46	45	46	34	37	34	35	31	7	1	1	2.43014656E9	2.28639206E9	2.29227162E9	7.8604832E8	1.70435738E9	1.89021197E9	1.95455078E9	2.55243981E9	2.530976E9	2.62521574E9	2.09864755E9	2.26948326E9	1.99053453E9	2.38585626E9	2.28855347E9	3.12214426E9	1.20977818E9	4.06008512E8	3.20329024E8	3.0527744E8	3.09356544E8	2.81766944E8	3.0020976E8	2.99115808E8	3.1359664E8	3.25472896E8	3.24164512E8	3.25260384E8	3.14734848E8	3.30622272E8	3.16467584E8	3.12919584E8	3.06013248E8	4.197432E8	5.36614144E8	0.0	
sp|Q01082|SPTB2_HUMAN	Q01082	SPTB2_HUMAN	SPTBN1	2364	Homo sapiens	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 1	1.0	0.999	86	592	552	592	63	55	59	0	3	3	0	75	80	73	43	38	44	31	25	0	0	0	58	52	56	0	3	3	0	69	76	68	39	36	39	29	24	0	0	0	63	55	59	0	3	3	0	75	80	73	43	38	44	31	25	0	0	0	8.5289363E8	8.3867251E8	8.5453901E8	0.0	6.2835024E7	4.4653728E7	1.09132776E8	9.074967E8	9.1961485E8	8.7320499E8	7.054135E8	7.3302131E8	6.4117702E8	9.3930432E8	7.0328992E8	2.20911216E8	0.0	0.0	4.1246784E7	4.1124744E7	4.2358312E7	0.0	4.3543808E7	3.1266022E7	3.1686472E7	4.1147872E7	4.1055312E7	3.9890792E7	4.1537132E7	4.1918008E7	4.1133004E7	4.2601128E7	4.537434E7	3.6441788E7	0.0	0.0	
sp|Q01085|TIAR_HUMAN	Q01085	TIAR_HUMAN	TIAL1	375	Homo sapiens	1:Experimental evidence at protein level	Nucleolysin TIAR	1.0	0.999	8	51	24	51	6	3	5	0	0	0	0	8	6	7	2	4	2	4	4	0	0	0	2	2	2	0	0	0	0	5	4	4	0	1	0	2	2	0	0	0	6	3	5	0	0	0	0	8	6	7	2	4	2	4	4	0	0	0	5.9643456E7	5.9157308E7	6.0252864E7	0.0	0.0	0.0	0.0	5.3064972E7	5.5487844E7	5.3674976E7	4.4835432E7	5.0088188E7	3.9068208E7	4.4458788E7	4.5589504E7	9906723.0	0.0	0.0	1.1988021E7	1.293537E7	1.2428925E7	0.0	0.0	0.0	0.0	1.1926735E7	1.280697E7	1.2189495E7	1.4938042E7	1.2707864E7	1.437102E7	1.2130129E7	1.1835045E7	0.0	0.0	0.0	
sp|Q01105|SET_HUMAN	Q01105	SET_HUMAN	SET	290	Homo sapiens	1:Experimental evidence at protein level	Protein SET	1.0	0.999	10	133	41	133	12	7	10	5	6	5	1	17	12	15	10	7	9	6	7	4	0	0	3	2	3	1	1	1	0	7	3	6	4	1	3	2	3	1	0	0	12	7	10	5	6	5	1	17	12	15	10	7	9	6	7	4	0	0	1.35139494E9	1.24770112E9	1.27577344E9	9.5694131E8	1.1897175E9	1.18151437E9	1.10537267E9	1.37990413E9	1.3091863E9	1.41679846E9	1.25767117E9	1.27646515E9	1.26105715E9	1.47663475E9	1.41542694E9	1.12709043E9	2.3094544E8	0.0	4.02979072E8	3.79309184E8	3.79511968E8	3.13298112E8	3.65396672E8	3.73431424E8	3.25929632E8	3.98269408E8	3.7390048E8	3.949592E8	3.68090368E8	3.77051936E8	3.6769136E8	3.88191008E8	3.30317536E8	3.36489312E8	0.0	0.0	
sp|Q01130|SRSF2_HUMAN	Q01130	SRSF2_HUMAN	SRSF2	221	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 2	1.0	0.999	5	73	51	73	9	6	4	1	3	2	0	8	7	9	4	5	6	4	5	0	0	0	7	4	2	0	2	1	0	6	5	8	2	4	4	3	3	0	0	0	9	6	4	1	3	2	0	8	7	9	4	5	6	4	5	0	0	0	2.56750848E8	1.72577088E8	1.85589872E8	0.0	5.3940896E7	4.3882896E7	8.9159808E7	1.72964976E8	1.90245088E8	1.91468688E8	2.2670504E8	2.43565152E8	2.2579824E8	2.59719728E8	2.42442416E8	2.3198072E8	0.0	0.0	8.179632E7	5.3793948E7	5.9554468E7	0.0	7.9097664E7	7.9703816E7	9.0716456E7	5.194342E7	5.8807088E7	5.5447104E7	8.5515704E7	8.108128E7	9.0055808E7	6.1928152E7	5.2298092E7	7.6252448E7	0.0	0.0	
sp|Q01433|AMPD2_HUMAN	Q01433	AMPD2_HUMAN	AMPD2	879	Homo sapiens	1:Experimental evidence at protein level	AMP deaminase 2	0.9973	0.997	2	2	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2827520.2	2373948.5	0.0	0.0	0.0	0.0	2367647.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein 5	1.0	0.999	9	71	64	71	6	8	7	1	0	0	0	8	10	8	5	5	5	4	4	0	0	0	5	7	6	1	0	0	0	7	9	7	5	4	5	4	4	0	0	0	6	8	7	1	0	0	0	8	10	8	5	5	5	4	4	0	0	0	7.1234424E7	7.3507496E7	7.576472E7	1.32168128E8	0.0	0.0	9803458.0	8.1756864E7	8.2488056E7	8.493104E7	5.7451336E7	6.8709208E7	3.1248468E7	3.25315232E8	2.43121424E8	7.9941848E7	0.0	0.0	3.627082E7	3.212387E7	3.5273676E7	0.0	0.0	0.0	0.0	3.2371788E7	3.415758E7	3.3645688E7	2.1986676E7	2.901357E7	3.2507998E7	2.8560564E7	3.3552788E7	2.6445316E7	0.0	0.0	
sp|Q01518|CAP1_HUMAN	Q01518	CAP1_HUMAN	CAP1	475	Homo sapiens	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein 1	1.0	0.999	16	168	155	168	21	14	15	0	5	5	1	14	15	17	14	12	14	12	9	0	0	0	20	13	14	0	4	4	1	13	14	16	13	11	13	11	8	0	0	0	21	14	15	0	5	5	1	14	15	17	14	12	14	12	9	0	0	0	3.81026048E8	3.66249248E8	3.70885024E8	0.0	1.6270888E8	1.604264E8	2.33991456E8	3.94034688E8	3.79595008E8	3.66782176E8	3.25158368E8	3.27994592E8	3.34364256E8	3.30573888E8	3.03868544E8	3.3026832E8	3.4336384E7	0.0	6.1998908E7	6.1370724E7	5.9511032E7	0.0	4.9191188E7	5.5706308E7	5.9815544E7	5.7508788E7	5.605642E7	5.3843288E7	5.82351E7	6.438278E7	6.13903E7	6.0049332E7	5.988154E7	5.8988372E7	0.0	0.0	
sp|Q01628|IFM3_HUMAN	Q01628	IFM3_HUMAN	IFITM3	133	Homo sapiens	1:Experimental evidence at protein level	Interferon-induced transmembrane protein 3	1.0	0.999	3	25	7	25	2	2	3	0	0	0	0	3	3	3	3	1	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	2	2	3	0	0	0	0	3	3	3	3	1	2	2	1	0	0	0	4.4877196E7	4.1721928E7	4.4546232E7	0.0	0.0	0.0	8949265.0	4.6743576E7	4.845428E7	4.3401832E7	3.774726E7	3.8972844E7	3.5351432E7	3.6196812E7	3.7165408E7	1.2012717E7	0.0	0.0	2.4413522E7	1.99958E7	2.0624472E7	0.0	0.0	0.0	0.0	2.1437922E7	2.1967042E7	2.4895282E7	2.426867E7	2.2589298E7	2.3368154E7	3.6673816E7	3.098887E7	0.0	0.0	0.0	
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens	1:Experimental evidence at protein level	Large neutral amino acids transporter small subunit 1	1.0	0.999	5	57	44	57	5	4	3	1	3	4	0	5	6	7	3	5	4	4	3	0	0	0	4	3	2	1	2	3	0	4	5	6	2	4	3	3	2	0	0	0	5	4	3	1	3	4	0	5	6	7	3	5	4	4	3	0	0	0	2.0516608E8	2.06858816E8	2.10659264E8	0.0	8.8773736E7	1.36918976E8	1.10136992E8	1.91840064E8	1.95142816E8	2.16098272E8	1.77077568E8	1.9436824E8	1.77418992E8	2.06953296E8	2.00443728E8	1.748104E8	0.0	0.0	7.4328176E7	7.472548E7	7.5192584E7	0.0	4.9818104E7	5.325692E7	6.1741448E7	6.7085668E7	6.7922808E7	7.3347696E7	6.6396316E7	7.1536168E7	6.7381664E7	6.63389E7	6.7589824E7	9.73866E7	0.0	0.0	
sp|Q01658|NC2B_HUMAN	Q01658	NC2B_HUMAN	DR1	176	Homo sapiens	1:Experimental evidence at protein level	Protein Dr1	0.9721	0.999	1	9	9	9	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	9215323.0	9205430.0	9714463.0	0.0	0.0	0.0	0.0	9779872.0	1.0307526E7	1.1664798E7	7555864.5	7608848.5	6757797.0	9349802.0	8469880.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q01780|EXOSX_HUMAN	Q01780	EXOSX_HUMAN	EXOSC10	885	Homo sapiens	1:Experimental evidence at protein level	Exosome component 10	1.0	0.999	12	69	69	69	7	3	8	0	0	0	0	13	13	10	5	3	5	2	0	0	0	0	7	3	8	0	0	0	0	13	13	10	5	3	5	2	0	0	0	0	7	3	8	0	0	0	0	13	13	10	5	3	5	2	0	0	0	0	5.7842992E7	5.1752476E7	6.1532452E7	0.0	0.0	0.0	0.0	7.1092336E7	6.7724768E7	5.8147044E7	4.0112132E7	2.9005678E7	3.4735484E7	4.60629E7	3.0429148E7	0.0	0.0	0.0	1.034122E7	9453350.0	1.0472712E7	0.0	0.0	0.0	0.0	1.1786096E7	1.1465792E7	1.1452614E7	9308328.0	1.0291526E7	8482181.0	1.013693E7	1.0139762E7	0.0	0.0	0.0	
sp|Q01813|PFKAP_HUMAN	Q01813	PFKAP_HUMAN	PFKP	784	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase, platelet type	1.0	0.999	24	194	160	194	23	17	16	0	1	1	0	21	26	23	15	15	14	10	12	0	0	0	17	13	13	0	1	1	0	18	21	19	13	13	12	9	10	0	0	0	23	17	16	0	1	1	0	21	26	23	15	15	14	10	12	0	0	0	2.61859552E8	3.01540256E8	2.91010368E8	0.0	2.1422766E7	1.58573E7	3.4633576E7	3.27525312E8	3.57822048E8	2.91302912E8	2.42073152E8	2.42609968E8	2.30875968E8	2.58836224E8	2.62482752E8	1.94486592E8	0.0	0.0	2.4578068E7	2.5662798E7	2.6371664E7	0.0	0.0	0.0	3.0176416E7	2.8170416E7	2.783108E7	2.9340478E7	2.7506858E7	2.4289926E7	2.6540376E7	2.9203508E7	2.9907078E7	3.7699032E7	0.0	0.0	
sp|Q01844|EWS_HUMAN	Q01844	EWS_HUMAN	EWSR1	656	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein EWS	1.0	0.999	6	35	35	35	3	3	3	0	0	0	0	5	4	4	3	5	2	2	1	0	0	0	3	3	3	0	0	0	0	5	4	4	3	5	2	2	1	0	0	0	3	3	3	0	0	0	0	5	4	4	3	5	2	2	1	0	0	0	1.01579392E8	1.04205984E8	1.0555732E8	0.0	0.0	0.0	0.0	9.7637784E7	1.00187056E8	9.7195112E7	7.0487728E7	8.378652E7	5.4398792E7	6.4774444E7	5.9570796E7	1.5937414E7	0.0	0.0	2.5777512E7	2.838787E7	2.8147074E7	0.0	0.0	0.0	0.0	2.5411226E7	2.5613594E7	3.4286808E7	1.7760046E7	2.5715296E7	3.1834182E7	2.541017E7	3.1297088E7	0.0	0.0	0.0	
sp|Q01970|PLCB3_HUMAN	Q01970	PLCB3_HUMAN	PLCB3	1234	Homo sapiens	1:Experimental evidence at protein level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	1.0	0.999	10	33	33	33	4	4	3	0	0	0	0	4	7	8	1	1	1	0	0	0	0	0	4	4	3	0	0	0	0	4	7	8	1	1	1	0	0	0	0	0	4	4	3	0	0	0	0	4	7	8	1	1	1	0	0	0	0	0	4.0435776E7	2.350002E7	4.552484E7	0.0	0.0	0.0	0.0	3.2119526E7	5.0654536E7	3.646356E7	1.7313724E7	1.7672466E7	3.3095548E7	4.842052E7	2237453.2	0.0	0.0	0.0	1.2090047E7	1.1136194E7	1.2086818E7	0.0	0.0	0.0	0.0	1.2431755E7	1.1469712E7	1.1894433E7	8566904.0	7866963.0	9419044.0	1.0323151E7	0.0	0.0	0.0	0.0	
sp|Q01973|ROR1_HUMAN	Q01973	ROR1_HUMAN	ROR1	937	Homo sapiens	1:Experimental evidence at protein level	Inactive tyrosine-protein kinase transmembrane receptor ROR1	0.7706	0.9895	1	3	3	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3.06123264E8	1.9229896E8	2.75460352E8	0.0	0.0	0.0	0.0	3.30351648E8	3.0010528E8	3.11235744E8	1.95398432E8	5.1277468E7	1.08776832E8	2.98020576E8	2.36520544E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02040|AK17A_HUMAN	Q02040	AK17A_HUMAN	AKAP17A	695	Homo sapiens	1:Experimental evidence at protein level	A-kinase anchor protein 17A	0.8698	0.9947	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2302709.5	1652360.6	2628402.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02127|PYRD_HUMAN	Q02127	PYRD_HUMAN	DHODH	395	Homo sapiens	1:Experimental evidence at protein level	Dihydroorotate dehydrogenase (quinone), mitochondrial	1.0	0.9988	3	7	7	7	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	3163374.2	2667165.0	3264277.8	0.0	0.0	0.0	0.0	3231630.0	2.4122264E7	3647499.5	0.0	0.0	0.0	3227409.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02218|ODO1_HUMAN	Q02218	ODO1_HUMAN	OGDH	1023	Homo sapiens	1:Experimental evidence at protein level	2-oxoglutarate dehydrogenase, mitochondrial	1.0	0.999	30	189	130	189	22	15	18	0	0	1	0	29	22	24	17	12	17	7	5	0	0	0	16	10	12	0	0	0	0	22	17	17	12	7	12	3	2	0	0	0	22	15	18	0	0	1	0	29	22	24	17	12	17	7	5	0	0	0	2.56314896E8	2.2573208E8	2.50496752E8	0.0	0.0	1.4230309E7	6505429.0	2.72025088E8	2.76770112E8	2.71534496E8	2.1553184E8	2.12719008E8	2.05342512E8	2.1301432E8	1.69853168E8	4.763488E7	0.0	0.0	2.0153026E7	1.953341E7	2.0657414E7	0.0	0.0	0.0	0.0	2.0124172E7	2.149849E7	2.07626E7	1.7738896E7	1.8362952E7	1.8362036E7	2.0541622E7	1.9914504E7	1.9887092E7	0.0	0.0	
