Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Spectral Count	Blank_75umC8_0min_1x_01 Spectral Count	Blank_75umC8_0min_1x_02 Spectral Count	Blank_75umC8_0min_1x_03 Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Unique Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Unique Spectral Count	Blank_75umC8_0min_1x_01 Unique Spectral Count	Blank_75umC8_0min_1x_02 Unique Spectral Count	Blank_75umC8_0min_1x_03 Unique Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_00 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_01 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_02 Total Spectral Count	200pgQCHeLa_75umC8_0min_1x_03 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	20ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_01 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_02 Total Spectral Count	2ngQCHeLa_75umC8_0min_1x_03 Total Spectral Count	Blank_75umC8_0min_1x_01 Total Spectral Count	Blank_75umC8_0min_1x_02 Total Spectral Count	Blank_75umC8_0min_1x_03 Total Spectral Count	10ngQCHeLa_75umC8_0min_1x_01 Intensity	10ngQCHeLa_75umC8_0min_1x_02 Intensity	10ngQCHeLa_75umC8_0min_1x_03 Intensity	200pgQCHeLa_75umC8_0min_1x_00 Intensity	200pgQCHeLa_75umC8_0min_1x_01 Intensity	200pgQCHeLa_75umC8_0min_1x_02 Intensity	200pgQCHeLa_75umC8_0min_1x_03 Intensity	20ngQCHeLa_75umC8_0min_1x_01 Intensity	20ngQCHeLa_75umC8_0min_1x_02 Intensity	20ngQCHeLa_75umC8_0min_1x_03 Intensity	2ngQCHeLa_75umC8_0min_1x_01 Intensity	2ngQCHeLa_75umC8_0min_1x_02 Intensity	2ngQCHeLa_75umC8_0min_1x_03 Intensity	Blank_75umC8_0min_1x_01 Intensity	Blank_75umC8_0min_1x_02 Intensity	Blank_75umC8_0min_1x_03 Intensity	10ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	10ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_00 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	200pgQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	20ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_01 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_02 MaxLFQ Intensity	2ngQCHeLa_75umC8_0min_1x_03 MaxLFQ Intensity	Blank_75umC8_0min_1x_01 MaxLFQ Intensity	Blank_75umC8_0min_1x_02 MaxLFQ Intensity	Blank_75umC8_0min_1x_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|O95163|ELP1_HUMAN	O95163	ELP1_HUMAN	ELP1	1332	Homo sapiens	1:Experimental evidence at protein level	Elongator complex protein 1	1.0	0.9989	4	9	9	9	1	1	1	0	0	0	0	3	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	3	2	1	0	0	0	0	0	0	1	1	1	0	0	0	0	3	2	1	0	0	0	0	0	0	1.086145E7	1.1782794E7	1.0682696E7	0.0	0.0	0.0	0.0	1.1724702E7	1.5248874E7	1.4592293E7	1.0850725E7	1.1736374E7	1.2159455E7	0.0	0.0	0.0	6345798.0	6255489.5	5746345.0	0.0	0.0	0.0	0.0	6491095.0	7509347.5	6754754.5	6112562.5	6524697.0	6063451.0	0.0	0.0	0.0	
sp|O95169|NDUB8_HUMAN	O95169	NDUB8_HUMAN	NDUFB8	186	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	0.9512	0.9983	1	4	4	4	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2244047.5	1975504.2	2649642.5	0.0	0.0	0.0	0.0	2693545.2	3121493.0	2766192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95182|NDUA7_HUMAN	O95182	NDUA7_HUMAN	NDUFA7	113	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	0.8204	0.9926	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1416626.8	0.0	1044062.4	0.0	0.0	0.0	0.0	0.0	929210.9	972914.75	2104077.0	1729643.9	1747836.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95197|RTN3_HUMAN	O95197	RTN3_HUMAN	RTN3	1032	Homo sapiens	1:Experimental evidence at protein level	Reticulon-3	1.0	0.999	3	26	22	26	2	3	1	1	1	1	1	3	4	4	1	2	2	0	0	0	2	2	1	1	1	1	1	3	3	3	1	1	2	0	0	0	2	3	1	1	1	1	1	3	4	4	1	2	2	0	0	0	8.6653712E7	7.6419376E7	7.5878744E7	4.3620744E7	5.1978252E7	5.7749544E7	6.1296268E7	8.0666608E7	7.6409344E7	7.8162744E7	8.0504976E7	8.137696E7	7.6939768E7	0.0	0.0	0.0	5.8260576E7	5.4218144E7	5.597902E7	0.0	0.0	6.1525128E7	0.0	5.3181904E7	4.9756428E7	5.1532908E7	6.230002E7	6.2536868E7	5.9238428E7	0.0	0.0	0.0	
sp|O95202|LETM1_HUMAN	O95202	LETM1_HUMAN	LETM1	739	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial proton/calcium exchanger protein	1.0	0.999	16	79	79	79	7	11	7	0	0	0	0	16	12	14	4	2	6	0	0	0	7	11	7	0	0	0	0	16	12	14	4	2	6	0	0	0	7	11	7	0	0	0	0	16	12	14	4	2	6	0	0	0	8.0165528E7	8.9169936E7	8.311448E7	0.0	0.0	0.0	0.0	9.9378816E7	9.1780744E7	9.1763624E7	7.9117552E7	6.7694496E7	8.0395408E7	0.0	0.0	0.0	1.275114E7	1.2552534E7	1.3707821E7	0.0	0.0	0.0	0.0	1.3322751E7	1.3286948E7	1.3599821E7	1.2652724E7	1.273428E7	1.172772E7	0.0	0.0	0.0	
sp|O95218|ZRAB2_HUMAN	O95218	ZRAB2_HUMAN	ZRANB2	330	Homo sapiens	1:Experimental evidence at protein level	Zinc finger Ran-binding domain-containing protein 2	1.0	0.9988	2	9	9	9	1	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	1	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	1	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	9404360.0	9163142.0	1.1430608E7	0.0	0.0	0.0	0.0	1.089002E7	1.1496122E7	1.1922542E7	0.0	3445218.0	2392964.8	0.0	0.0	0.0	5048278.5	4875992.0	6107824.5	0.0	0.0	0.0	0.0	5862684.0	6186421.0	6418608.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95232|LC7L3_HUMAN	O95232	LC7L3_HUMAN	LUC7L3	432	Homo sapiens	1:Experimental evidence at protein level	Luc7-like protein 3	1.0	0.999	3	21	21	21	2	2	3	0	0	0	0	4	3	2	1	1	3	0	0	0	2	2	3	0	0	0	0	4	3	2	1	1	3	0	0	0	2	2	3	0	0	0	0	4	3	2	1	1	3	0	0	0	3.2611266E7	3.6373888E7	2.895618E7	0.0	0.0	0.0	0.0	2.7551224E7	2.7672536E7	2.8425568E7	2.9422588E7	2.486353E7	2.7999274E7	0.0	0.0	0.0	1.2931813E7	1.252132E7	1.1788316E7	0.0	0.0	0.0	0.0	1.1162478E7	1.1276378E7	1.1224916E7	1.3240098E7	1.1234582E7	1.1752646E7	0.0	0.0	0.0	
sp|O95239|KIF4A_HUMAN	O95239	KIF4A_HUMAN	KIF4A	1232	Homo sapiens	1:Experimental evidence at protein level	Chromosome-associated kinesin KIF4A	1.0	0.9986	3	9	1	9	1	2	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	2	2	0	0	0	0	0	0	7988662.0	7515030.5	8085470.5	0.0	0.0	0.0	0.0	7032135.0	1.2732518E7	4910316.5	4213566.5	3999348.2	4925215.5	0.0	0.0	0.0	5292313.0	4804962.5	5515678.5	0.0	0.0	0.0	0.0	4857606.5	4930481.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95292|VAPB_HUMAN	O95292	VAPB_HUMAN	VAPB	243	Homo sapiens	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein B/C	1.0	0.999	7	42	42	59	4	4	3	0	0	0	0	9	4	7	4	3	4	0	0	0	4	4	3	0	0	0	0	9	4	7	4	3	4	0	0	0	6	5	5	0	1	0	0	11	6	9	6	4	6	0	0	0	6.257946E7	8.2747832E7	7.114312E7	0.0	6180946.0	8667235.0	1.75977E7	7.0820112E7	8.2051736E7	7.8566352E7	7.50158E7	7.8264112E7	7.7661976E7	0.0	0.0	0.0	3.0626644E7	2.7858206E7	2.8407604E7	0.0	0.0	0.0	1.5458786E7	2.8509222E7	2.8001932E7	2.6830044E7	2.7003154E7	2.825247E7	2.5655938E7	0.0	0.0	0.0	
sp|O95295|SNAPN_HUMAN	O95295	SNAPN_HUMAN	SNAPIN	136	Homo sapiens	1:Experimental evidence at protein level	SNARE-associated protein Snapin	1.0	0.999	4	13	13	13	2	4	0	0	0	0	0	2	2	2	1	0	0	0	0	0	2	4	0	0	0	0	0	2	2	2	1	0	0	0	0	0	2	4	0	0	0	0	0	2	2	2	1	0	0	0	0	0	1.428537E7	1.485583E7	1.5710814E7	0.0	0.0	0.0	0.0	1.7028838E7	1.6368058E7	1.5643378E7	1.5024539E7	1.1934509E7	8173622.0	0.0	0.0	0.0	4548076.5	4603093.5	5028318.5	0.0	0.0	0.0	0.0	5253381.0	5063388.0	4847456.5	4771536.0	4472610.0	4550561.0	0.0	0.0	0.0	
sp|O95297|MPZL1_HUMAN	O95297	MPZL1_HUMAN	MPZL1	269	Homo sapiens	1:Experimental evidence at protein level	Myelin protein zero-like protein 1	0.9957	0.9955	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	1034425.8	0.0	0.0	0.0	0.0	0.0	769296.25	1579566.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95298|NDUC2_HUMAN	O95298	NDUC2_HUMAN	NDUFC2	119	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 subunit C2	0.7621	0.9895	1	3	3	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4079129.8	4124907.5	4347450.0	0.0	0.0	0.0	0.0	3865430.5	3819057.5	3457363.0	4141001.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95299|NDUAA_HUMAN	O95299	NDUAA_HUMAN	NDUFA10	355	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	1.0	0.999	5	22	22	22	3	2	2	0	0	0	0	2	3	5	2	2	1	0	0	0	3	2	2	0	0	0	0	2	3	5	2	2	1	0	0	0	3	2	2	0	0	0	0	2	3	5	2	2	1	0	0	0	3.0484364E7	2.6246094E7	2.788425E7	0.0	0.0	0.0	0.0	3.4741E7	3.3636912E7	3.4706884E7	2.2268496E7	2.2553028E7	3.1267394E7	0.0	0.0	0.0	1.1333477E7	1.0987642E7	1.2374589E7	0.0	0.0	0.0	0.0	1.1594578E7	1.1183981E7	1.1706007E7	1.1625533E7	1.0112413E7	1.1906373E7	0.0	0.0	0.0	
sp|O95302|FKBP9_HUMAN	O95302	FKBP9_HUMAN	FKBP9	570	Homo sapiens	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP9	0.9996	0.9986	2	4	4	4	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	2240958.2	3240747.5	1.3396199E7	0.0	0.0	0.0	0.0	2759520.8	2526298.0	2804050.0	0.0	1064681.2	1274520.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95336|6PGL_HUMAN	O95336	6PGL_HUMAN	PGLS	258	Homo sapiens	1:Experimental evidence at protein level	6-phosphogluconolactonase	1.0	0.999	10	58	58	58	7	7	6	0	0	0	0	7	8	11	4	3	5	0	0	0	7	7	6	0	0	0	0	7	8	11	4	3	5	0	0	0	7	7	6	0	0	0	0	7	8	11	4	3	5	0	0	0	1.76091776E8	1.34420864E8	1.43171456E8	0.0	1.2479108E7	4.0828616E7	8115244.0	1.40846848E8	1.55485312E8	1.77505328E8	1.3804256E8	1.42560208E8	1.48784144E8	0.0	0.0	0.0	2.9094818E7	3.0336584E7	2.8347754E7	0.0	0.0	1.2246035E7	0.0	3.2916964E7	3.0827938E7	3.0170254E7	2.249799E7	2.3348466E7	2.4066712E7	0.0	0.0	0.0	
sp|O95340|PAPS2_HUMAN	O95340	PAPS2_HUMAN	PAPSS2	614	Homo sapiens	1:Experimental evidence at protein level	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	0.9195	0.997	1	2	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1910901.1	1661425.5	2281093.2	0.0	0.0	0.0	0.0	1620753.9	1710595.8	1944794.8	2552504.5	0.0	2350827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95347|SMC2_HUMAN	O95347	SMC2_HUMAN	SMC2	1197	Homo sapiens	1:Experimental evidence at protein level	Structural maintenance of chromosomes protein 2	1.0	0.999	22	99	99	99	11	15	11	0	0	0	0	15	10	17	5	7	8	0	0	0	11	15	11	0	0	0	0	15	10	17	5	7	8	0	0	0	11	15	11	0	0	0	0	15	10	17	5	7	8	0	0	0	1.07998216E8	1.08124344E8	1.07512928E8	0.0	3959734.0	2674000.8	7370198.0	1.11717632E8	1.1511208E8	1.21184584E8	9.8845152E7	9.9539904E7	1.01783408E8	0.0	0.0	0.0	1.4506666E7	1.3353571E7	1.3527892E7	0.0	0.0	0.0	0.0	1.3596176E7	1.3014233E7	1.3261425E7	1.5833328E7	1.4128053E7	1.4474314E7	0.0	0.0	0.0	
sp|O95361|TRI16_HUMAN	O95361	TRI16_HUMAN	TRIM16	564	Homo sapiens	1:Experimental evidence at protein level	Tripartite motif-containing protein 16	0.9999	0.9982	2	2	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1333748.8	2715316.2	2936267.5	0.0	0.0	0.0	0.0	3903735.5	4170352.5	3617126.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1649144.0	0.0	0.0	0.0	0.0	2227232.0	2376114.2	2004239.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95372|LYPA2_HUMAN	O95372	LYPA2_HUMAN	LYPLA2	231	Homo sapiens	1:Experimental evidence at protein level	Acyl-protein thioesterase 2	0.9963	0.991	2	2	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1330753.0	1004761.1	1307472.4	0.0	0.0	0.0	0.0	5293456.5	644343.2	8824337.0	3481916.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3634395.2	0.0	5382836.0	3357658.5	0.0	0.0	0.0	0.0	0.0	
sp|O95373|IPO7_HUMAN	O95373	IPO7_HUMAN	IPO7	1038	Homo sapiens	1:Experimental evidence at protein level	Importin-7	1.0	0.999	14	110	110	110	11	14	10	1	3	2	3	17	13	14	8	7	7	0	0	0	11	14	10	1	3	2	3	17	13	14	8	7	7	0	0	0	11	14	10	1	3	2	3	17	13	14	8	7	7	0	0	0	2.36387184E8	2.34752272E8	2.36094176E8	4.1750948E7	9.8777856E7	1.06079552E8	1.432216E8	2.85654304E8	2.65792096E8	2.81194656E8	2.31445904E8	2.30005792E8	1.80784016E8	0.0	0.0	0.0	3.7540468E7	3.6079292E7	3.6698464E7	2.5371952E7	3.2097102E7	3.5010032E7	3.9043108E7	3.8607752E7	3.6603992E7	3.8493868E7	3.6379548E7	3.755888E7	3.5111656E7	0.0	0.0	0.0	
sp|O95394|AGM1_HUMAN	O95394	AGM1_HUMAN	PGM3	542	Homo sapiens	1:Experimental evidence at protein level	Phosphoacetylglucosamine mutase	1.0	0.9987	4	11	11	11	1	1	1	0	0	0	0	3	1	3	1	0	0	0	0	0	1	1	1	0	0	0	0	3	1	3	1	0	0	0	0	0	1	1	1	0	0	0	0	3	1	3	1	0	0	0	0	0	1.2043713E7	1.2564574E7	1.2452286E7	0.0	0.0	0.0	0.0	1.5519929E7	1.468177E7	1.2361905E7	1.0894468E7	8366076.0	1.1798521E7	0.0	0.0	0.0	5293449.0	4024952.5	3900372.8	0.0	0.0	0.0	0.0	4301952.0	4555796.0	3790235.5	4784938.5	4662494.5	5185620.5	0.0	0.0	0.0	
sp|O95400|CD2B2_HUMAN	O95400	CD2B2_HUMAN	CD2BP2	341	Homo sapiens	1:Experimental evidence at protein level	CD2 antigen cytoplasmic tail-binding protein 2	0.9996	0.9971	2	4	4	4	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4133027.5	3351270.0	4093259.2	0.0	0.0	0.0	0.0	4255718.5	5874640.0	4783084.0	1954244.9	3019653.5	1868720.1	0.0	0.0	0.0	2472564.0	2011893.6	2456183.8	0.0	0.0	0.0	0.0	2472731.2	3223215.0	2806509.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95406|CNIH1_HUMAN	O95406	CNIH1_HUMAN	CNIH1	144	Homo sapiens	1:Experimental evidence at protein level	Protein cornichon homolog 1	0.9711	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1499555.2	0.0	1842318.4	0.0	0.0	0.0	0.0	3406247.8	2933129.2	4644905.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95433|AHSA1_HUMAN	O95433	AHSA1_HUMAN	AHSA1	338	Homo sapiens	1:Experimental evidence at protein level	Activator of 90 kDa heat shock protein ATPase homolog 1	1.0	0.999	11	58	58	58	6	11	7	0	0	0	0	11	8	8	2	2	3	0	0	0	6	11	7	0	0	0	0	11	8	8	2	2	3	0	0	0	6	11	7	0	0	0	0	11	8	8	2	2	3	0	0	0	1.2730684E8	1.25709432E8	1.2809028E8	0.0	9180198.0	0.0	1.856056E7	1.42323008E8	1.339048E8	1.31846856E8	8.6087312E7	9.6779976E7	7.799312E7	0.0	0.0	0.0	2.722704E7	2.7044906E7	2.7140866E7	0.0	0.0	0.0	1.4661199E7	3.0061552E7	3.351112E7	3.073384E7	2.1134404E7	2.2825444E7	2.2532506E7	0.0	0.0	0.0	
sp|O95445|APOM_HUMAN	O95445	APOM_HUMAN	APOM	188	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein M	0.9997	0.9981	2	13	13	13	1	2	1	0	0	0	0	2	2	2	1	1	1	0	0	0	1	2	1	0	0	0	0	2	2	2	1	1	1	0	0	0	1	2	1	0	0	0	0	2	2	2	1	1	1	0	0	0	1.3799182E7	1.277314E7	1.3197676E7	0.0	0.0	0.0	0.0	1.1734419E7	1.129887E7	1.2115304E7	1.6379666E7	1.8068428E7	1.8089324E7	0.0	0.0	0.0	1.1120862E7	1.0515704E7	1.0701371E7	0.0	0.0	0.0	0.0	9048007.0	9076018.0	1.0088603E7	1.4356991E7	1.5347722E7	1.4563894E7	0.0	0.0	0.0	
sp|O95453|PARN_HUMAN	O95453	PARN_HUMAN	PARN	639	Homo sapiens	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	1.0	0.9989	3	8	8	8	2	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0.0	0.0	5985262.0	0.0	0.0	0.0	0.0	4704500.0	5360670.5	4722270.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95456|PSMG1_HUMAN	O95456	PSMG1_HUMAN	PSMG1	288	Homo sapiens	1:Experimental evidence at protein level	Proteasome assembly chaperone 1	1.0	0.9989	3	19	19	19	4	2	2	0	0	0	0	2	3	2	2	1	1	0	0	0	4	2	2	0	0	0	0	2	3	2	2	1	1	0	0	0	4	2	2	0	0	0	0	2	3	2	2	1	1	0	0	0	1.7338244E7	2.359556E7	1.6076737E7	0.0	0.0	0.0	0.0	1.9305914E7	1.3332732E7	1.9484E7	1.2717922E7	1.9024264E7	2.1838096E7	0.0	0.0	0.0	8501148.0	9659848.0	7816036.0	0.0	0.0	0.0	0.0	8360050.5	8318351.5	8657526.0	8059767.0	7533623.0	9502789.0	0.0	0.0	0.0	
sp|O95478|NSA2_HUMAN	O95478	NSA2_HUMAN	NSA2	260	Homo sapiens	1:Experimental evidence at protein level	Ribosome biogenesis protein NSA2 homolog	1.0	0.9989	4	22	22	22	2	4	2	0	0	0	0	3	4	4	1	1	1	0	0	0	2	4	2	0	0	0	0	3	4	4	1	1	1	0	0	0	2	4	2	0	0	0	0	3	4	4	1	1	1	0	0	0	2.494094E7	2.5770544E7	2.2846634E7	0.0	5923841.5	7781109.5	1.1868538E7	2.4492428E7	2.2598564E7	2.3178858E7	2.5332296E7	2.5121856E7	2.5323E7	0.0	0.0	0.0	9253245.0	9307863.0	8464248.0	0.0	0.0	0.0	7721796.0	8707809.0	7997413.0	8573293.0	9206491.0	1.0072977E7	1.0035518E7	0.0	0.0	0.0	
sp|O95486|SC24A_HUMAN	O95486	SC24A_HUMAN	SEC24A	1093	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec24A	0.7959	0.9913	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1195271.8	995920.44	0.0	0.0	0.0	0.0	0.0	992587.25	744597.2	1036774.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O95571|ETHE1_HUMAN	O95571	ETHE1_HUMAN	ETHE1	254	Homo sapiens	1:Experimental evidence at protein level	Persulfide dioxygenase ETHE1, mitochondrial	1.0	0.999	6	24	24	24	2	2	5	0	0	0	0	4	4	5	0	1	1	0	0	0	2	2	5	0	0	0	0	4	4	5	0	1	1	0	0	0	2	2	5	0	0	0	0	4	4	5	0	1	1	0	0	0	2.593332E7	2.7282632E7	2.6344748E7	0.0	5008103.5	0.0	0.0	2.5676952E7	2.6289728E7	2.6529548E7	2.5917082E7	2.2917722E7	1.901684E7	0.0	0.0	0.0	6667135.5	7168425.5	6859626.5	0.0	0.0	0.0	0.0	6962949.5	6759743.5	6956392.5	7155462.5	6624186.0	7417845.0	0.0	0.0	0.0	
