Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Unique Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Unique Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_00 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_01 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_02 Total Spectral Count	200pgQCHeLa_ColTT1_ForwardFlush_03 Total Spectral Count	10ngQCHeLa_ColTT1_ForwardFlush_01 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 Intensity	10ngQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	10ngQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_00 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_01 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_02 MaxLFQ Intensity	200pgQCHeLa_ColTT1_ForwardFlush_03 MaxLFQ Intensity	Indistinguishable Proteins
sp|P04632|CPNS1_HUMAN	P04632	CPNS1_HUMAN	CAPNS1	268	Homo sapiens	1:Experimental evidence at protein level	Calpain small subunit 1	1.0	0.999	4	21	17	21	7	7	7	0	0	0	0	5	6	6	0	0	0	0	7	7	7	0	0	0	0	3.6017836E7	2.9002184E7	3.6813052E7	0.0	0.0	0.0	0.0	1.072455E7	1.1723426E7	1.1341793E7	0.0	0.0	0.0	0.0	
sp|P04732|MT1E_HUMAN	P04732	MT1E_HUMAN	MT1E	61	Homo sapiens	1:Experimental evidence at protein level	Metallothionein-1E	0.9841	0.9986	2	3	0	12	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	1	0	1	2485382.5	2543452.0	2280081.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.999	9	97	97	97	25	23	22	5	6	8	8	25	23	22	5	6	8	8	25	23	22	5	6	8	8	4.61880384E8	4.34727872E8	3.90905952E8	1.08755232E8	1.813728E8	3.74806272E8	3.55987552E8	1.14841688E8	1.09826904E8	1.1083772E8	9.6486024E7	1.14023016E8	1.04133704E8	1.04552736E8	
sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1.0	0.999	17	63	63	63	19	19	23	1	1	0	0	19	19	23	1	1	0	0	19	19	23	1	1	0	0	1.19640624E8	1.36263792E8	1.22607752E8	1.7991798E7	1.1568379E7	0.0	1.9726486E7	1.6301785E7	1.6543489E7	1.7362058E7	0.0	0.0	0.0	1.6232467E7	
sp|P04844|RPN2_HUMAN	P04844	RPN2_HUMAN	RPN2	631	Homo sapiens	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1.0	0.999	5	17	17	17	5	4	8	0	0	0	0	5	4	8	0	0	0	0	5	4	8	0	0	0	0	3.9394644E7	1.858277E7	3.156519E7	0.0	0.0	0.0	0.0	1.1041862E7	1.1225805E7	1.0987318E7	0.0	0.0	0.0	0.0	
sp|P04899|GNAI2_HUMAN	P04899	GNAI2_HUMAN	GNAI2	355	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(i) subunit alpha-2	0.9997	0.9979	6	1	1	26	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7	8	8	0	0	2	1	4336304.5	5712261.0	6118631.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	1.0	0.999	4	244	0	244	48	45	43	29	23	24	32	0	0	0	0	0	0	0	48	45	43	29	23	24	32	9.3127629E9	9.5738429E9	9.801343E9	4.4428237E9	5.7042104E9	8.6466621E9	9.3275935E9	3.65644698E9	3.82671232E9	3.93414579E9	2.71705037E9	2.59048781E9	2.42190259E9	2.55631795E9	sp|P0C0S8|H2A1_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P05023|AT1A1_HUMAN	P05023	AT1A1_HUMAN	ATP1A1	1023	Homo sapiens	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-1	1.0	0.999	17	46	14	46	14	15	16	0	0	0	1	7	5	2	0	0	0	0	14	15	16	0	0	0	1	1.65855648E8	1.1521524E8	1.73892848E8	0.0	0.0	0.0	4.3179656E7	2.8827582E7	2.5433618E7	2.7012902E7	0.0	0.0	0.0	1.366464E7	
sp|P05114|HMGN1_HUMAN	P05114	HMGN1_HUMAN	HMGN1	100	Homo sapiens	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-14	1.0	0.999	3	12	12	12	3	3	3	1	1	0	1	3	3	3	1	1	0	1	3	3	3	1	1	0	1	2.5618912E7	3.0805436E7	3.1827576E7	2.067949E7	1.7054686E7	0.0	4414335.0	1.1014462E7	1.3134095E7	1.3846836E7	0.0	0.0	0.0	0.0	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	Homo sapiens	1:Experimental evidence at protein level	ADP/ATP translocase 2	1.0	0.999	15	221	39	221	53	47	55	13	14	17	22	9	8	9	3	3	3	4	53	47	55	13	14	17	22	1.47842432E9	1.44701018E9	1.44637837E9	3.427544E8	8.1508486E8	1.12341606E9	1.35625651E9	3.71114528E8	3.61505632E8	3.59052256E8	3.16699712E8	3.49786624E8	4.00948256E8	3.7605088E8	
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	0.9999	0.9901	2	2	2	2	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1.1853224E7	1.7336774E7	1.2415686E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05161|ISG15_HUMAN	P05161	ISG15_HUMAN	ISG15	165	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like protein ISG15	0.7779	0.9952	1	2	2	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	8697638.0	7054950.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05198|IF2A_HUMAN	P05198	IF2A_HUMAN	EIF2S1	315	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2 subunit 1	1.0	0.999	15	85	85	85	26	21	27	1	2	4	4	26	21	27	1	2	4	4	26	21	27	1	2	4	4	2.8385904E8	2.59157888E8	2.63158112E8	3.4084516E7	7.4019424E7	1.1866192E8	1.16953056E8	3.5961808E7	3.6999116E7	3.76036E7	0.0	4.017294E7	3.8231316E7	3.9010268E7	
sp|P05204|HMGN2_HUMAN	P05204	HMGN2_HUMAN	HMGN2	90	Homo sapiens	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-17	1.0	0.999	2	23	15	23	6	5	5	2	3	1	1	4	3	3	1	2	1	1	6	5	5	2	3	1	1	3.4590816E7	4.6606856E7	4.7231648E7	5.2385176E7	5.9194552E7	7661391.5	8004064.5	1.9926076E7	2.647041E7	2.7082462E7	2.927741E7	3.4207392E7	0.0	0.0	
sp|P05386|RLA1_HUMAN	P05386	RLA1_HUMAN	RPLP1	114	Homo sapiens	1:Experimental evidence at protein level	60S acidic ribosomal protein P1	1.0	0.999	1	4	4	4	2	1	1	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	0	7.2464416E7	5.6758812E7	4.6864228E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	Homo sapiens	1:Experimental evidence at protein level	60S acidic ribosomal protein P2	1.0	0.999	6	100	100	100	23	24	19	8	6	9	11	23	24	19	8	6	9	11	23	24	19	8	6	9	11	9.3153389E8	9.3736474E8	9.2584563E8	5.33823136E8	5.6148979E8	5.6561197E8	8.176903E8	2.63660352E8	2.69843488E8	2.65860672E8	2.37625664E8	2.53463632E8	3.00189248E8	2.43569488E8	
sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	Homo sapiens	1:Experimental evidence at protein level	60S acidic ribosomal protein P0	1.0	0.999	11	111	27	111	24	29	27	2	6	12	11	7	7	7	0	1	3	2	24	29	27	2	6	12	11	6.1186624E8	6.0522765E8	5.8898445E8	5.5386152E7	2.62198848E8	5.25265856E8	5.5789197E8	1.07694776E8	1.06530624E8	1.048726E8	0.0	1.09242792E8	1.0752176E8	1.09332104E8	
sp|P05455|LA_HUMAN	P05455	LA_HUMAN	SSB	408	Homo sapiens	1:Experimental evidence at protein level	Lupus La protein	1.0	0.9989	10	40	40	40	15	11	13	0	0	0	1	15	11	13	0	0	0	1	15	11	13	0	0	0	1	1.24053008E8	1.19139184E8	1.2083064E8	0.0	0.0	1.4537462E7	5.2080132E7	4.1711836E7	4.2831876E7	4.4024668E7	0.0	0.0	0.0	3.6795052E7	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.9989	2	11	11	11	4	4	3	0	0	0	0	4	4	3	0	0	0	0	4	4	3	0	0	0	0	2.0265884E7	1.9921732E7	2.14973E7	0.0	0.0	0.0	6364539.5	1.3668891E7	1.3518754E7	1.4744905E7	0.0	0.0	0.0	0.0	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	0.6907	0.9925	1	6	6	6	2	2	2	0	0	0	0	2	2	2	0	0	0	0	2	2	2	0	0	0	0	2.5586116E7	2.4998738E7	2.531373E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05556|ITB1_HUMAN	P05556	ITB1_HUMAN	ITGB1	798	Homo sapiens	1:Experimental evidence at protein level	Integrin beta-1	1.0	0.9989	12	42	38	42	14	13	14	1	0	0	0	13	11	13	1	0	0	0	14	13	14	1	0	0	0	9.616144E7	1.01299408E8	1.09321792E8	1.3363189E7	0.0	1.3669125E7	3.173547E7	1.9581926E7	1.9438188E7	1.996765E7	0.0	0.0	0.0	1.8068594E7	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	25	595	495	595	122	123	130	47	46	61	66	102	104	111	37	37	50	54	122	123	130	47	46	61	66	5.084672E9	5.0754048E9	5.2288364E9	2.25642266E9	3.30613786E9	4.4780247E9	4.9609943E9	5.5631526E8	5.5089165E8	5.7053882E8	4.6864768E8	5.4801542E8	5.31940064E8	5.4360666E8	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.999	30	747	584	747	149	150	158	65	59	81	85	120	122	126	48	43	61	64	149	150	158	65	59	81	85	6.9961098E9	7.0322586E9	7.0628941E9	3.52688538E9	4.1795328E9	6.8279132E9	6.7829934E9	7.8883578E8	8.1136678E8	8.1191501E8	5.01078368E8	5.4005101E8	6.5345389E8	6.3343776E8	
sp|P06132|DCUP_HUMAN	P06132	DCUP_HUMAN	UROD	367	Homo sapiens	1:Experimental evidence at protein level	Uroporphyrinogen decarboxylase	0.821	0.9964	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	12	90	90	90	25	28	23	4	2	6	2	25	28	23	4	2	6	2	25	28	23	4	2	6	2	2.56653904E8	2.79433984E8	2.61992048E8	9.96436E7	9.7402704E7	2.2282416E8	1.57999712E8	5.8085256E7	5.7421104E7	5.8472024E7	6.0538612E7	6.0955772E7	5.7898644E7	5.2773248E7	
sp|P06454|PTMA_HUMAN	P06454	PTMA_HUMAN	PTMA	111	Homo sapiens	1:Experimental evidence at protein level	Prothymosin alpha	1.0	0.999	5	65	65	65	12	16	15	5	6	5	6	12	16	15	5	6	5	6	12	16	15	5	6	5	6	3.32038048E8	3.82041312E8	3.97628768E8	1.42023792E8	1.58020768E8	2.889784E8	3.1725584E8	1.64879952E8	2.31357344E8	2.10190128E8	1.25295504E8	1.51983792E8	1.5997568E8	1.754732E8	
sp|P06493|CDK1_HUMAN	P06493	CDK1_HUMAN	CDK1	297	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 1	1.0	0.9963	3	10	5	10	2	3	4	0	0	0	1	1	2	2	0	0	0	0	2	3	4	0	0	0	1	2.056064E7	1.9312192E7	2.1462924E7	0.0	0.0	3.010971E7	1.9290018E7	1.4784862E7	1.4326014E7	1.6421231E7	0.0	0.0	0.0	0.0	
sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	529	Homo sapiens	1:Experimental evidence at protein level	ATP synthase subunit beta, mitochondrial	1.0	0.999	17	297	297	297	71	69	75	14	16	27	25	71	69	75	14	16	27	25	71	69	75	14	16	27	25	1.615488E9	1.5980073E9	1.56756352E9	3.15563808E8	4.48785408E8	1.17706202E9	1.15684979E9	1.96032288E8	1.94965392E8	1.9315736E8	8.7723976E7	1.34620656E8	1.74655408E8	1.93558448E8	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A6	1.0	0.999	2	114	114	114	19	21	17	15	13	15	14	19	21	17	15	13	15	14	19	21	17	15	13	15	14	1.61771942E9	1.64227827E9	1.65634573E9	1.34372454E9	1.59709491E9	1.54694643E9	1.57998733E9	9.2093978E8	9.1538547E8	9.0841971E8	9.4662061E8	9.7824134E8	9.127529E8	9.4145914E8	
sp|P06730|IF4E_HUMAN	P06730	IF4E_HUMAN	EIF4E	217	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E	1.0	0.9983	2	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	8058430.5	1.0108312E7	7187731.5	0.0	0.0	0.0	0.0	4417706.5	5509638.5	3970078.5	0.0	0.0	0.0	0.0	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.999	21	628	516	628	129	127	135	60	53	60	64	107	107	116	44	42	48	52	129	127	135	60	53	60	64	7.9510743E9	7.5856527E9	7.7947628E9	3.86101555E9	5.2946847E9	7.3963909E9	7.1934121E9	1.09068928E9	9.9835667E8	9.8823955E8	5.4694874E8	8.5692192E8	9.4667264E8	9.0598458E8	
sp|P06737|PYGL_HUMAN	P06737	PYGL_HUMAN	PYGL	847	Homo sapiens	1:Experimental evidence at protein level	Glycogen phosphorylase, liver form	1.0	0.9969	6	11	7	11	3	4	4	0	0	0	0	1	3	3	0	0	0	0	3	4	4	0	0	0	0	3.6946372E7	2.3440604E7	3.1284152E7	0.0	0.0	0.0	0.0	1.5348312E7	1.377461E7	1.6220554E7	0.0	0.0	0.0	0.0	
sp|P06744|G6PI_HUMAN	P06744	G6PI_HUMAN	GPI	558	Homo sapiens	1:Experimental evidence at protein level	Glucose-6-phosphate isomerase	1.0	0.999	17	141	119	141	40	38	38	5	5	4	11	36	34	33	2	3	2	9	40	38	38	5	5	4	11	5.29423456E8	5.22909536E8	5.14672352E8	5.0254796E7	1.10410216E8	2.73964416E8	3.7517264E8	5.6531092E7	5.7692536E7	5.7244376E7	3.4306872E7	7.875396E7	6.6678168E7	6.626428E7	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens	1:Experimental evidence at protein level	Nucleophosmin	1.0	0.999	7	206	206	206	43	42	42	23	16	20	20	43	42	42	23	16	20	20	43	42	42	23	16	20	20	2.3159063E9	2.29689984E9	2.30748544E9	1.8954679E9	1.38865894E9	1.75778061E9	1.77806464E9	5.8019322E8	5.7181382E8	5.6316979E8	5.9876685E8	6.0044416E8	5.5768864E8	5.4567558E8	
sp|P06753|TPM3_HUMAN	P06753	TPM3_HUMAN	TPM3	285	Homo sapiens	1:Experimental evidence at protein level	Tropomyosin alpha-3 chain	1.0	0.9989	8	33	25	77	10	8	9	0	1	3	2	7	6	6	0	1	3	2	23	16	18	3	4	7	6	2.14544992E8	1.14565888E8	1.08100144E8	0.0	4.1909108E7	1.15465536E8	1.2109952E8	6.6224076E7	6.5739264E7	6.5229864E7	0.0	0.0	4.8155604E7	5.1043868E7	
sp|P06899|H2B1J_HUMAN	P06899	H2B1J_HUMAN	H2BC11	126	Homo sapiens	1:Experimental evidence at protein level	Histone H2B type 1-J	0.9998	0.999	5	324	0	324	67	61	60	38	35	31	32	0	0	0	0	0	0	0	67	61	60	38	35	31	32	1.09762621E10	1.07363594E10	1.08261816E10	8.6410609E9	1.01709978E10	1.28578949E10	1.2374528E10	4.6673756E9	4.8964613E9	4.968682E9	4.27479424E9	5.0453294E9	5.2909937E9	5.0787359E9	sp|P23527|H2B1O_HUMAN, sp|P33778|H2B1B_HUMAN, sp|Q16778|H2B2E_HUMAN
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA-binding protein	0.9342	0.9988	1	5	5	5	2	1	2	0	0	0	0	2	1	2	0	0	0	0	2	1	2	0	0	0	0	4.3034868E7	4.0820956E7	3.7246912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	14	179	179	223	47	41	46	6	7	15	17	47	41	46	6	7	15	17	55	48	54	11	12	20	23	1.33245837E9	1.31130253E9	1.32471834E9	1710885.9	3.34527456E8	1.38259379E9	1.58008141E9	2.88853088E8	2.92231488E8	2.95468736E8	0.0	1.6514696E8	2.81816928E8	2.72300704E8	
sp|P07203|GPX1_HUMAN	P07203	GPX1_HUMAN	GPX1	203	Homo sapiens	1:Experimental evidence at protein level	Glutathione peroxidase 1	1.0	0.9974	4	6	6	6	2	1	3	0	0	0	0	2	1	3	0	0	0	0	2	1	3	0	0	0	0	1.2535352E7	6336715.5	5674818.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase	1.0	0.999	23	188	188	188	53	56	45	5	6	11	12	53	56	45	5	6	11	12	53	56	45	5	6	11	12	7.204775E8	6.8905984E8	7.0729568E8	1.5171768E8	2.29747088E8	5.9835667E8	6.857648E8	6.7751768E7	7.0628488E7	6.8765456E7	4.8178632E7	7.0375368E7	6.1677584E7	6.2034292E7	
sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	194	Homo sapiens	1:Experimental evidence at protein level	Histone H1.0	1.0	0.9989	2	10	10	10	3	3	4	0	0	0	0	3	3	4	0	0	0	0	3	3	4	0	0	0	0	1.3079258E7	2.3004868E7	2.2128112E7	0.0	0.0	1.2928655E7	1.5086133E7	0.0	1.3798026E7	1.3192988E7	0.0	0.0	0.0	0.0	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.9967	5	8	8	8	3	2	3	0	0	0	0	3	2	3	0	0	0	0	3	2	3	0	0	0	0	1.7867006E7	1.6193638E7	1.731543E7	0.0	0.0	0.0	0.0	1.2506616E7	9264058.0	1.0855494E7	0.0	0.0	0.0	0.0	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	Homo sapiens	1:Experimental evidence at protein level	Annexin A2	1.0	0.999	22	486	135	486	100	99	103	37	39	54	54	27	28	32	10	10	15	13	100	99	103	37	39	54	54	3.36447974E9	3.45853824E9	3.46200346E9	9.5390938E8	1.88828979E9	3.29799859E9	3.22000358E9	4.72892288E8	4.84617472E8	4.87328224E8	9.9142944E7	2.7752592E8	4.50074624E8	4.50618624E8	
sp|P07384|CAN1_HUMAN	P07384	CAN1_HUMAN	CAPN1	714	Homo sapiens	1:Experimental evidence at protein level	Calpain-1 catalytic subunit	1.0	0.9989	3	6	6	6	3	1	2	0	0	0	0	3	1	2	0	0	0	0	3	1	2	0	0	0	0	5202889.5	6815283.5	7723829.5	0.0	0.0	0.0	0.0	3707934.0	4748020.5	5267311.5	0.0	0.0	0.0	0.0	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.999	21	128	79	617	29	27	29	10	10	13	10	18	17	16	6	7	9	6	128	128	127	46	54	70	64	1.00153568E9	1.01560038E9	9.8871475E8	4.19252E8	5.8745421E8	8.736537E8	7.5482003E8	3.59786176E8	3.68655808E8	3.38307104E8	8.3116056E7	2.4919936E8	3.08632064E8	2.87947648E8	
sp|P07602|SAP_HUMAN	P07602	SAP_HUMAN	PSAP	524	Homo sapiens	1:Experimental evidence at protein level	Prosaposin	1.0	0.9989	6	38	38	38	12	11	10	1	1	2	1	12	11	10	1	1	2	1	12	11	10	1	1	2	1	1.8002128E8	1.74391408E8	1.7120576E8	3.0323224E7	0.0	1.439752E8	9.3352512E7	4.1523932E7	4.1033144E7	4.0294828E7	0.0	0.0	5.4105364E7	5.2554208E7	
sp|P07686|HEXB_HUMAN	P07686	HEXB_HUMAN	HEXB	556	Homo sapiens	1:Experimental evidence at protein level	Beta-hexosaminidase subunit beta	1.0	0.9977	2	2	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2426375.8	0.0	3675262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	Homo sapiens	1:Experimental evidence at protein level	Profilin-1	1.0	0.999	8	197	197	197	45	43	42	15	14	21	17	45	43	42	15	14	21	17	45	43	42	15	14	21	17	1.46383475E9	1.48343014E9	1.49305562E9	4.96233152E8	6.9325939E8	1.23610573E9	1.2007904E9	4.81751552E8	4.90857888E8	4.82364992E8	2.47081072E8	2.46685952E8	3.84504736E8	3.9241312E8	
sp|P07741|APT_HUMAN	P07741	APT_HUMAN	APRT	180	Homo sapiens	1:Experimental evidence at protein level	Adenine phosphoribosyltransferase	1.0	0.9989	7	28	28	28	10	8	9	0	0	0	1	10	8	9	0	0	0	1	10	8	9	0	0	0	1	5.9787232E7	6.981E7	7.4287712E7	0.0	0.0	0.0	0.0	2.0733626E7	2.0758832E7	1.9874596E7	0.0	0.0	0.0	0.0	
sp|P07814|SYEP_HUMAN	P07814	SYEP_HUMAN	EPRS1	1512	Homo sapiens	1:Experimental evidence at protein level	Bifunctional glutamate/proline--tRNA ligase	1.0	0.999	34	123	118	123	38	40	39	1	1	3	1	37	38	37	1	1	3	1	38	40	39	1	1	3	1	3.1791088E8	2.90875136E8	2.9500896E8	3.7646108E7	3.2322724E7	5.5978316E7	1.04049224E8	3.469542E7	3.281682E7	3.4344216E7	0.0	0.0	3.1903948E7	3.4872448E7	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0	0.999	33	589	178	589	133	134	135	37	38	55	57	45	47	47	6	7	14	12	133	134	135	37	38	55	57	4.4275507E9	4.5942758E9	4.676183E9	1.23002752E9	2.10260186E9	3.71837184E9	3.64958234E9	5.9895603E8	6.1419366E8	6.2489658E8	3.4234368E8	4.24230848E8	5.36795232E8	5.23401952E8	
sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins C1/C2	1.0	0.999	14	258	101	258	56	54	57	21	20	24	26	25	22	22	5	7	11	9	56	54	57	21	20	24	26	1.22329242E9	1.19525824E9	1.1937047E9	6.033639E8	1.12410074E9	1.27228941E9	1.1092809E9	2.97356832E8	2.87604288E8	2.90451296E8	2.69112768E8	2.7942624E8	2.72024352E8	2.61048016E8	
sp|P07951|TPM2_HUMAN	P07951	TPM2_HUMAN	TPM2	284	Homo sapiens	1:Experimental evidence at protein level	Tropomyosin beta chain	0.9992	0.999	8	8	3	61	3	2	3	0	0	0	0	1	1	1	0	0	0	0	19	12	16	2	3	5	4	9555327.0	5473431.5	6736036.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07954|FUMH_HUMAN	P07954	FUMH_HUMAN	FH	510	Homo sapiens	1:Experimental evidence at protein level	Fumarate hydratase, mitochondrial	1.0	0.999	11	61	61	61	19	18	20	0	2	0	2	19	18	20	0	2	0	2	19	18	20	0	2	0	2	1.87978416E8	1.7484792E8	1.64478944E8	0.0	2.9471748E7	0.0	8.5915488E7	2.9259966E7	2.923955E7	3.0432028E7	0.0	0.0	0.0	2.239679E7	
